nyp.33433082409594|Paul	bio1901m
5206|Grace	fic1859f
uc1.$b755651|Leland	bio1840m
14115|Alcalde	fic1833u
mdp.39015005358851|Mr.Gould	fic1947m
inu.39000002867070|Gallo	fic1976m
mdp.39015016736475|Mayer	fic1961m
uc1.b3290544|Mr.Wood	bio1813m
1660|Jenkins	fic1843m
2776|Matuschka	fic1864u
uc2.ark+=13960=t71v5dk42|Polycarp	bio1798u
10377|Bacon	fic1831m
umn.31951002088205r|Campbell	bio1842m
uc1.b3742027|William	fic1920m
njp.32101042739399|Mr.Jay	bio1804m
11997|Mayer	fic1868m
10507|Barker	fic1891m
7225|Legree	fic1896m
mdp.39015042018898|LordHerondale	fic1969m
pst.000022022387|DavidTurnham	bio1991m
uc2.ark+=13960=t22b8wv88|Osmond	fic1922m
mdp.39015001106635|Bonner	bio1982m
pst.000029942428|Bobby	fic1965m
miun.arx2230,0001,001|BarneyBurton	bio1918m
uc2.ark+=13960=t3st7vh74|LordShaftesbury	bio1819m
mdp.39015011001040|Posey	bio1958m
pst.000029361311|GeorgeWithers	fic1955m
mdp.39015059227127|Ben	fic2004m
mdp.39015012162395|Marshall	bio1986m
10014|Sally	fic1878f
uc1.32106001534913|Zeus	fic1956m
inu.30000100478084|MrMvula	fic2002m
uc1.$b56730|Mrs.Heim	fic1945f
mdp.39015031451209|Z.K.Matthews	bio1973m
mdp.39015060459263|Dhanni	fic1932u
mdp.39015002323866|Harding	fic1951m
mdp.39015059382583|Collins	bio1823m
mdp.39015021327260|Morgenthau	bio1927m
11243|BunkerHill	fic1875m
nyp.33433082308390|Frederic	bio1838m
pst.000009949379|Kunfi	fic1923u
13191|Ellinor	fic1809u
mdp.39015071137098|Humboldt	bio1855u
hvd.hxjnef|Bellamy	bio1801m
mdp.39015048504461|Bancroft	bio1822m
nnc2.ark+=13960=t5n879g6c|MrAlexanderSmellie	bio1811m
14828|Mr.St.George	fic1869m
mdp.39015029554238|AliceWalker	bio1993f
mdp.39015034655806|Semyon	fic1946u
mdp.39015070234904|Meyer	bio1921m
uc1.b4411008|Mr.Stanforth	fic1958m
nyp.33433069339244|Elizabeth	bio1841f
13878|Mr.Temple	fic1817m
uc2.ark+=13960=t70v8dk6v|Parliament	bio1892u
mdp.39015005776847|Pauline	fic1936f
mdp.39015015513883|Jean	fic1988u
mdp.39015037490474|JohnMan	bio1996m
mdp.39015012212828|AlleghenyCo.	bio1958u
12096|Paul	fic1876m
loc.ark+=13960=t2q52v52w|PoplarGeorge	fic1922m
1435|Josiah	fic1892m
mdp.39015026750276|Nelson	bio1890m
nyp.33433075909477|Cesar	bio1854m
mdp.39015019766818|Nina	bio1949f
6845|Milton	fic1847m
mdp.39015022095585|Casy	fic1939m
uc1.$b755453|Rantzau	bio1933u
uc1.$b361324|Congress	bio1881u
wu.89097348171|Moses	bio1855m
njp.32101065411280|Darius	bio1801m
uc2.ark+=13960=t2h70cc2v|Mr.Tierney	bio1831m
mdp.39015013499606|Dall	bio1988m
mdp.39015065236922|S.Maurizio	bio1899m
mdp.39015056690368|George	bio1966m
nyp.33433076067192|Tull	fic1912m
4158|O'Donnell	fic1873m
mdp.39015054419752|WatsonRandom	fic1996m
uc2.ark+=13960=t7dr35679|Mrs.Kemble	bio1869f
mdp.39015005912657|NewYorkHerald	bio1973m
1516|Elinor	fic1882f
uc1.b3727623|LardWilliams	fic1965m
uc1.b4360993|Burger	fic1980m
yale.39002040678998|Mr.Lee	bio1800m
mdp.39015014564200|Marshall	fic1989m
nyp.33433000047542|Mr.Robinson	bio1881m
hvd.32044024419145|Voltaire	bio1830u
mdp.39015070762284|Radhika	fic2007f
13650|CountdeEicci	fic1855m
14160|ColinGrant	fic1830m
11425|PeterPuckeridge	fic1833m
mdp.39015029768309|MissMuelbach	fic1948f
uc2.ark+=13960=t9g44nj4g|PortRoyal	bio1809m
uva.x001598213|Harrison	bio1871m
14879|Lancaster	fic1815m
wu.89094736253|Priestley	bio1825m
nyp.33433074835871|Will	fic1917m
417|AlecD'Urberville	fic1892m
mdp.39015056894077|Frobisher	fic1963f
uc1.b4594119|Mr.Harris	bio1913m
12461|Smiley	fic1861m
uc1.b3317594|Kelly	bio1839m
miun.acs5741,0001,001|Brutus	bio1907m
mdp.39015020847235|Ella	bio1992f
8763|MadameMerle	fic1882m
mdp.39015014831880|Kari	fic1958f
wu.89094687233|Hansard	bio1881m
yale.39002064473516|Mr.Corbitt	bio1916m
10651|Mr.Darcy	fic1853m
uc1.$b467860|Hearne	bio1899m
uc1.$b114024|MonsieurIngleby	fic1965u
mdp.39015074834063|Napier	bio1868m
mdp.39015023718227|EdwardRogers	bio1959m
wu.89094545860|Jacobi	bio1865m
inu.30000007060282|Wimsey	fic1958m
mdp.39076002246697|Cornelia	bio1914f
3255|Samuel	fic1887m
mdp.39015023710125|Thackeray	bio1959m
uiuo.ark+=13960=t6h130050|Miranda	bio1829m
nyp.33433082359526|Mr.Turner	bio1867m
uc1.$b106044|Colvin	fic1954m
yale.39002038063492|P.O.Quincy	bio1879m
14900|Albert	fic1837m
mdp.39015059896970|Mr.Harlow	bio1939m
mdp.39015000542467|Starr	fic1972m
uc1.b4368863|MorrisChildress	fic1982m
yale.39002088542916|Dundee	bio1877u
6242|Mrs.Angel	fic1898f
uc1.31822038206504|Tito	fic1906m
10871|Squire	fic1801m
mdp.39015047640928|Mr.Janette	bio1896m
11663|Oxford	fic1874u
uc1.b3477148|Arthur	fic1967m
uc1.$b750478|Pope	bio1816m
5644|Betsy	fic1822f
mdp.39015032896030|Fleisher	bio1994m
mdp.39015029940940|Xavier	fic1993m
uc2.ark+=13960=t8sb44q3m|FrancisDrake	bio1812m
uc2.ark+=13960=t0ks6k14p|Dr.Carey	fic1914m
uc2.ark+=13960=t1bk16v3j|Campagna	fic1907m
wu.89032368300|Mr.Low	bio1863m
uc1.$b68194|Gibbs	bio1925m
mdp.39015005931954|MaxPemberton	bio1959m
4002|Marty	fic1899m
747|Zanco	fic1878m
5382|LadyMary	fic1837f
12055|BridgetMarlow	fic1898f
uva.x030802158|Judah	bio1857m
13314|Freddy	fic1869m
9462|Cornelia	fic1876f
wu.89079749495|Ascham	bio1804u
uc1.b4354456|Lita	fic1969f
njp.32101068928017|LopedeVega	bio1826m
mdp.39015005743250|Alexander	fic1943m
uc1.$b102594|Mr.Clewson	fic1947m
7845|Mrs.Malooney	fic1825f
mdp.39015047616514|Matt	fic1981m
mdp.39015062427938|Hai	fic1997m
5474|Grandmamma	fic1886u
mdp.39015005869295|Mr.Hollis	bio1856m
uc1.b3317498|O'Donovan	bio1908m
mdp.39015041027791|AarbieKidd	fic1997m
uc1.$b468834|WalterRaleigh	bio1857m
11034|Nicholas	fic1855m
6154|Agnes	fic1866f
nyp.33433082540703|Mr.Doolittle	bio1807m
3998|R.Berkeley	fic1806m
inu.30000067169916|Sediba	fic1998u
mdp.39015002758228|bush	fic1960m
10134|Mr.Harland	fic1850m
nyp.33433081786489|HannahArnett	bio1895f
mdp.39015025813950|AndrewD.White	bio1929m
4996|LaRamee	fic1893u
nyp.33433082546189|Arnold	bio1850m
mdp.39015038159359|MikhailJavakhishvili	fic1966m
mdp.39015002741612|Augustin	fic1946m
uc1.b4437288|Mr.Ingersoll	bio1879m
mdp.39015011028589|McLain	bio1986m
mdp.39015074812663|Jane	bio1940f
14856|Marquis	fic1808m
nnc1.cu09367446|Byron	bio1818m
mdp.39015054038602|Moltke	bio1985m
nyp.33433074842190|Jean	fic1916u
mdp.39015000128226|Charlie	fic1967m
mdp.39015031897914|Gitterman	fic1965u
umn.31951002088204t|MrDuncan	bio1842m
uc1.32106014760877|Peter	fic1997m
loc.ark+=13960=t55d90d8h|Jenkins	bio1880m
mdp.39015050756975|Mr.Lardner	fic1989m
mdp.39015003474866|Spade	fic1965m
wu.89100135805|Julia	fic1909f
hvd.hwbd54|Leonard	bio1810m
nyp.33433076080039|Thespis	bio1836u
pst.000010904794|Krasnov	fic1940u
9807|Christ	fic1846m
1364|TomHobbletrot	fic1847m
13855|Mr.Arundel	fic1840m
uc1.$b794738|Mrs.Sixsmith	fic1917f
13417|Hannah	fic1856f
mdp.39015004898337|Cruz	bio1970m
uc1.b57272|Anne	bio1849f
mdp.39015063788619|Dr.Priestley	bio1828m
yale.39002008659741|Colbert	bio1872m
nyp.33433082543053|Joan	bio1825f
mdp.39015016444591|Mason	bio1956m
mdp.39015063543352|Eustace	fic1948m
mdp.39015054067338|Roger	bio1964m
nyp.33433082418132|Mr.Bogue	bio1885m
mdp.39015031600409|EddieMars	fic1945m
13745|Mansouri	fic1824u
mdp.39015003343871|Albert	fic1959m
mdp.39015026884190|Jurgis	fic1906u
uc1.$b105971|Leontine	fic1949u
nyp.33433082371273|R.B.Sheridan	bio1826m
uc1.b3660552|Conway	bio1960m
12982|Shaun	fic1842m
mdp.39015063611456|M.deMontmorin	bio1903m
uva.x030804115|Mr.Hannah	bio1874m
uc1.$b355284|Klotz	fic2006m
6666|Mr.Rooney	fic1866m
wu.89051961514|Reynolds	bio1846m
3686|Mrs.Scherman	fic1899f
mdp.39015000546088|Rose	fic1931m
osu.32435053314332|Dr.Haenlingen	fic1963u
mdp.39015020405232|John	bio1983m
mdp.39015032139589|EdWilson	fic1994m
mdp.39015023710125|Alger	bio1959m
14067|Henryk	fic1833u
uc1.$b56923|Helvar	fic1946u
uc1.b4311665|MadamedeRiou	bio1981m
mdp.39015037802132|God	fic1996m
2831|Mornton	fic1804m
mdp.35112101212035|St.James	bio1863m
wu.89097340251|Davis	bio1900m
mdp.39015073763354|FletcherNorton	bio1838m
mdp.39015063972379|Emmie	fic1909f
uc1.$b396668|Max	fic1972m
nyp.33433067301899|Brewster	bio1906m
uc1.32106005264780|AnnVeronica	fic1978f
mdp.39015078229468|Lewis	bio1893m
njp.32101067408532|Mr.Carrington	bio1847m
mdp.39015063945581|JohnSt.John	fic1902m
14453|Geordie	fic1874m
uc2.ark+=13960=t1gh9dk6g|VictorMauprat	fic1902m
uc1.32106014190372|Army	bio1998m
mdp.39015005478774|Parke	bio1972m
uc1.$b756866|Misset	bio1965m
mdp.49015002554187|Connor*	fic1976m
7500|AnneRadcliffe	fic1862f
13972|Samorina*	fic1811u
uc1.b3209330|Mr.Alexanian	bio1929m
14071|Walker	fic1889m
yale.39002040673411|LordSalisbury	bio1861m
mdp.39015025894596|Murrays	bio1911u
uva.x000428168|LocksleyHall	bio1892m
nyp.33433076066731|Byron	bio1890m
uc1.$b604761|Nazarov	fic1930m
9575|Robinson	fic1853m
mdp.39015022293685|EgonPollak	bio1992m
uc2.ark+=13960=t4zg6kg6w|Ferdinand	bio1851m
uc1.$b404235|ArthurOlmsby	fic1970m
uc1.b3727623|Joy	fic1965f
mdp.39015050982456|Mr.Harrick	fic1959m
2460|Berne	fic1829m
mdp.39015025130165|Viola	fic1922f
wu.89099964215|Moses	bio1877m
mdp.39015058674568|Thayumanavar	bio1969u
mdp.39015060812297|Diamantina	fic2003u
5297|RichardVarney	fic1821m
uc1.b4316174|Oliver	bio1894m
uc2.ark+=13960=t6zw1hh3v|Mr.Boys	bio1812m
2105|Hannah	fic1870f
mdp.39015026884190|Ona	fic1906f
mdp.39015016459359|Hector	bio1909m
uc1.32106006986217|Maklakov	fic1908u
9841|Mrs.Browning	fic1892f
yale.39002088660403|MrWhitbread	bio1847m
uc2.ark+=13960=t1vd6sh2f|Saki	fic1920m
mdp.39015043198467|JamesM.Mason	bio2000m
mdp.39015067076359|Fisher	bio1812m
13191|Benson	fic1809m
5136|Harry	fic1787m
nyp.33433069242646|Ramsay	fic1901m
pst.000004607588|Harvey	fic1931m
loc.ark+=13960=t3vt1q073|Brenton	bio1907m
1649|rienzi	fic1871m
mdp.39015005302990|MissClough	fic1939f
mdp.39015012404888|Bill	bio1955m
13203|Jacob	fic1834m
mdp.39015019850521|Mr.Myers	fic1986m
10013|Philippa	fic1880f
uc1.b4009944|Mrs.Harcourt	bio1875f
mdp.39015065840939|Robert	bio1968m
wu.89099779860|AthenaPolias	bio1916f
mdp.39015066382535|BertrandRussell	bio1987m
mdp.39015031238457|MissCrump	fic1942f
uc1.b3687202|Karl	fic1951m
mdp.39015042418411|Jimmy	bio2000m
2579|Neva	fic1896f
inu.30000111037796|Bessie	fic2007f
mdp.39015028432956|Rati	fic1991f
10235|Diogenes	fic1844u
mdp.39015015179586|McKinley	bio1990m
14307|LondonDocks	fic1851u
mdp.39015071163664|Sampson	bio1887m
mdp.39015021885978|George	fic1991m
uc1.$b361324|Garfield	bio1881m
10039|WilliamTarver	fic1874m
mdp.39015032187091|Lamprecht	bio1995m
13540|Mr.Montford	fic1789m
3943|Olga	fic1871f
nyp.33433082216007|Tanner	bio1784m
wu.89017039140|Caesar	bio1830m
11006|Mrs.Bedford	fic1819f
mdp.39015032386032|M.Hartog	fic1976m
2451|Averill	fic1887m
mdp.39015005515575|BethanyCollege	bio1938f
1984|Godde	fic1845u
loc.ark+=13960=t5k93gj4k|JohnT.Madden	bio1909m
uc1.b4446967|Sharon	fic1983m
wu.89097317580|JaneBrookfield	bio1937f
14751|Maso	fic1886m
1769|Margaret	fic1834f
loc.ark+=13960=t0xp7bc8n|Montgomery	bio1859m
7402|Rachel	fic1872f
14363|Katherine	fic1866f
mdp.39015019791972|Alfaro	bio1983m
hvd.hxh31s|Spedding	bio1809m
mdp.39015025345136|Eppes	bio1874m
mdp.39015013715670|CambridgeUniversityPressWarehouse	bio1859u
mdp.39015054061554|Hamilton	bio1958m
mdp.39015073771886|Mackenzie	bio1899f
inu.30000026041230|Saito	fic1992m
nyp.33433082537204|MarquisWellesley	bio1850m
14887|Madge	fic1826f
mdp.39015060886549|Bridget	fic2005f
6995|Mrs.Meredith	fic1871f
hvd.32044012566428|AnnHarrison	bio1833f
1765|EdwardMansfield	fic1834m
14750|Mr.Billington	fic1867m
uc1.b3389075|Mr.Whalley	bio1858m
mdp.39015043202046|Elizabeth	fic1951f
mdp.39015019445678|Lisette	bio1991f
nyp.33433082193727|Ulysses	bio1811m
mdp.39015074812663|LadyBedingfeld	bio1940f
mdp.39015008386602|Eisenhower	bio1950m
nyp.33433082408802|Mr.Churchill	bio1800m
mdp.39015074369433|Ranke	fic1985u
nyp.33433076097298|Mead	bio1812m
14712|Guenilda	fic1840u
mdp.39015013111706|Garfield	bio1988m
loc.ark+=13960=t4zg7696g|Moon	bio1876m
uc1.b4368834|Beltik	fic1983m
inu.32000006739231|Ghazi	bio1940m
loc.ark+=13960=t5z60m47j|Blair&Rives	bio1874m
mdp.39015013538411|Jackson	bio1845m
13558|Mrs.Davenport	fic1794f
4725|MrDelane	fic1824m
wu.89097339816|Socrates	bio1851m
uc1.$b56342|Elatha	fic1926u
nnc2.ark+=13960=t9183cv07|Pugin	bio1859m
mdp.39015027228280|Adrian	fic1963m
uc2.ark+=13960=t0xp6v81r|Signore	fic1912m
uc1.b4506910|Mr.Cowdin	bio1923m
mdp.39015000627508|Fekete	fic1975m
yale.39002022188826|Mr.Whitbread	bio1815m
nyp.33433082536842|Evangelia	bio1799u
13907|MonsieurMalasteque	fic1844u
wu.89083862383|Joseph	bio1866m
mdp.39015043586067|Ein-Harod	bio1985u
mdp.39015005865814|Paul	bio1983m
uc1.$b468834|Granville	bio1857m
uiuo.ark+=13960=t2b85507j|Monroe	bio1857m
8890|Brus	fic1859u
mdp.39015031606620|FritzLang	bio1986m
uc1.$b498167|Pingalaka	fic1970u
mdp.39015071597630|Paul	fic1936m
mdp.39015066432611|ThomasHolme	bio1911m
mdp.39015001548307|Susan	bio1933f
mdp.39015050516841|Walcott	bio1975m
nyp.33433071364933|Goring	bio1814m
uc1.b4349616|Loos	bio1945f
loc.ark+=13960=t3cz3j591|Mr.Kerby	bio1891m
7774|Orange	fic1857u
yale.39002054547253|Edward	bio1816m
uc1.$b111246|Dr.Benedict	fic1957m
mdp.39015002703778|God	fic1937m
uc1.b3146379|MountOliphant	bio1901f
mdp.39015030753936|CharlotteCushman	bio1935f
njp.32101068597168|Hayley	bio1824m
uc1.31158012994280|Mr.Harper	fic1917m
mdp.39015037765115|O'Malley	fic1989m
inu.39000001774020|Adela	fic1939f
uc1.b4362263|Rozalija	fic1977u
uc1.$b435114|Beethoven	fic1946m
uc1.$b323006|Lucie	fic1943m
inu.30000045091547|Mary	fic1994f
13185|Philip	fic1823m
9250|Mr.Ruthven	fic1846m
loc.ark+=13960=t82j6tg8g|Mr.A.J.Stansbury	bio1888m
uc1.b4009457|William	bio1814m
8486|Balli	fic1814m
uc1.$b661985|Mykolas	fic1961u
mdp.49015000473497|Bernadette	bio1947f
2|Joe	fic1855m
mdp.39015046851096|LorraineHansberry	bio1969f
pst.000020016623|Gibson	bio1784m
uc1.32106007226217|Burleson	bio1927m
nyp.33433067275903|Patton	bio1823m
njp.32101020617153|Luke	bio1801m
14421|Bruno	fic1876m
nyp.33433074854591|Paul	fic1908m
umn.319510016294365|Tom	bio1890m
wu.89092045590|Hohenlohe	bio1938m
nyp.33433068288590|Sita	fic1906f
10240|Johanna	fic1863f
mdp.39015063625498|LordSt.Vincent	bio1833m
10113|Ippolito	fic1855m
mdp.39015029270546|James	bio1993m
uc1.b4952869|Viv	bio1965m
2597|Dolly	fic1894f
mdp.39015001579443|DonCarlos	bio1952m
uc1.b3329834|John	bio1890m
uc1.$b117198|MaryK.Browne	bio1946f
1507|Mr.Pleggit	fic1840m
mdp.39015008363338|EdinburghReview	bio1877u
uc2.ark+=13960=t2v40kz5g|Mrs.Dorrien	fic1914f
uc1.b3741167|Okoye	fic1986m
pst.000020016623|Sprat	bio1784u
uc1.b3516118|SonatadaChiesa	bio1947u
mdp.39015066187363|MaryLamb	bio1882m
uc2.ark+=13960=t46q1zf94|MacDonald*	bio1906m
uc1.32106000200656|Nebuchadnezzar	bio1877m
mdp.39015073763404|Waldegrave	bio1800m
wu.89094686292|Lowth	bio1863u
wu.89094686292|Stuart	bio1863m
uc1.b3294947|Grillo	bio1914m
nyp.33433008129979|Mr.M'Donald	bio1866m
mdp.39015031238457|Mr.Chetwood	fic1942m
nyp.33433082310008|Mr.Brundage	bio1903m
pst.000061255661|Kezia	fic1976f
uc1.$b661533|BenRogers	fic1956m
mdp.39015073494380|Paul	fic1902m
loc.ark+=13960=t6rx9rx44|Mr.Wood	fic1917m
14609|Clement	fic1799m
nyp.33433081574570|Menckenius	bio1803u
loc.ark+=13960=t9765w54b|L.C.Sartori	bio1870m
mdp.39015010772104|JohnGriggs	bio1969m
mdp.39015082090500|Cardwell	bio1964m
wu.89067391698|AlMalaikahTemple	bio1915m
uc1.$b807353|Mary	fic1929f
uc2.ark+=13960=t8bg2kt4d|Knesebeck	bio1853u
mdp.39015004854363|Mr.Grattan	bio1835m
mdp.39015029390658|Rocko	fic1980u
8014|MonsieurleMedecin	fic1899m
nyp.33433082543053|Dominic	bio1825m
mdp.39015048416450|Mildred	fic1984f
uc1.$b684911|Charles	fic1942m
13177|Mrs.Huntley	fic1858f
uc2.ark+=13960=t9n305f9f|Judah	bio1891m
8612|Tom	fic1855m
6193|Peggy	fic1879f
mdp.39015033548986|Dick	fic1953m
6488|Kondrat	fic1899u
7847|Napoleon	fic1839m
mdp.39015053370469|Gallinger	bio1959m
2585|CeliaFavrand	fic1867f
14270|Harry	fic1845m
587|Mrs.Else	fic1866f
mdp.39015017034888|Jeffrey	bio1983m
14172|Josette	fic1896f
njp.32101068150802|Scrooge	bio1912m
nnc1.50180578|Mrs.Kennicott	bio1838f
wu.89066097635|Mary	bio1858f
11537|Willie	fic1870m
wu.89011664976|S.D.Henry	bio1984m
mdp.39015073721584|ManuelComnenus	bio1790m
mdp.39015031230355|SmithCollege	bio1978m
mdp.39015014166402|Hartley	bio1966m
uc1.32106006434416|Mr.Boone	fic1946m
13396|Duke	fic1890m
13107|Mr.DickFarden	fic1847m
nnc1.1002547155|Winzingerode	bio1814u
uc1.b4008295|HenryV.	bio1833m
mdp.39015035319063|FernandoMaramag	bio1955m
mdp.39015031924429|Mary	bio1968f
12996|Mrs.James	fic1832f
8763|Mr.Osmond	fic1882m
14414|Lavinia	fic1848f
wu.89072313489|Cleopatra	bio1812f
mdp.39015012263896|Bradford	bio1946m
nyp.33433082353057|O'Malley	bio1879m
mdp.39015003373266|JohnCarroll	bio1978m
uc1.$b685018|Wilson	bio1954m
mdp.39015067076458|Stella	bio1812f
uc1.b4499257|Brulliot	bio1865u
7567|M.deChenier	fic1849m
mdp.39015030742491|Mr.Geifel	bio1952m
mdp.39015016732110|Frederick	fic1958m
uc1.32106013099566|Gaston	fic1996m
loc.ark+=13960=t39027782|FrankHiscock	bio1896m
uc1.b4180667|Madan	bio1943m
mdp.39015036382763|VanFleet	bio1998m
1248|Brand	fic1866u
12273|Mr.Westfield	fic1888m
hvd.hwbd54|Matilda	bio1810f
11200|RobinsonCrusoe	fic1894m
3887|Albert	fic1881m
1578|LadyGabrielle	fic1825f
5662|DonJuan	fic1832m
uva.x004454810|Bill	bio1900m
loc.ark+=13960=t0000fw38|James*	bio1879m
mdp.39015048701257|JoshuaHaddikin	fic1973m
mdp.39015033869028|Steuben	bio1853m
uc1.b3295265|Allen	fic1940m
nyp.33433081765640|Beauregarde	bio1887u
nyp.33433082392964|Bishop	bio1844m
uc1.b4553762|Tarver	fic1980m
mdp.39015004303270|Jack	fic1938m
uc1.b4373746|USSR	bio1982u
mdp.39015059422637|Martha	bio1931f
6704|MissBrandon	fic1864f
nyp.33433067275911|Wheldon	bio1823m
mdp.39015073762653|ThomasArmstrong	bio1828m
mdp.39015020728369|Browne	bio1959m
uva.x000241745|Werper	fic1918m
hvd.32044038367124|Adam	bio1838m
loc.ark+=13960=t23b69w87|Eckstein	bio1876m
mdp.39015055574605|Seward	bio1945m
uc1.$b287626|Paul	fic1939m
7095|Francisco	fic1836m
7673|Mrs.Vincent	fic1881f
mdp.39015030113685|Mrs.Mudd	fic1930f
nyp.33433081844833|Mr.Hoppes	bio1922m
14809|Grimbard	fic1826u
14071|Anstruther	fic1889m
uc1.32106006501701|Dr.Vinton	bio1939m
uc1.$b439848|Mrs.Emery	bio1946f
mdp.39015071169489|HermanL.Weckler	bio2000m
4727|Mr.Selford*	fic1825m
osu.32435056164338|Madonna	fic1929f
wu.89004093589|Mrs.Turner	bio1892f
uc2.ark+=13960=t6pz52k33|Constance	fic1920f
mdp.39015028113978|Mr.Wedgwood	bio1865m
nyp.33433000045322|LordNugent	bio1847m
wu.89097249668|Graham	bio1860f
8442|Mr.Hol	fic1885m
uc1.b4402357|Congress	bio1874u
uc1.$b56602|Wai	fic1950f
mdp.39015001579443|Fletcher	bio1952m
mdp.39015047616514|Alec	fic1981m
4903|Mr.Lumber	fic1823m
mdp.39015063818598|John	bio1912m
mdp.39015012155316|HenriettaMaria	bio1946f
uc1.32106013835910|ArnulfdeHesdin	fic1995m
loc.ark+=13960=t0wq0b66t|Caroline	bio1850f
4263|Mr.Graham	fic1870m
9462|Mrs.Don	fic1876f
10371|Solomon	fic1831m
mdp.39015027063901|Francis*	bio1923m
13546|James	fic1871m
wu.89100135805|Charlesphilippe	fic1909m
loc.ark+=13960=t36113g4n|Wayne	bio1840m
14711|Jennings	fic1827f
11582|Tim	fic1861m
nyp.33433067285506|Menteith	bio1831m
3955|Mr.Pailey	fic1887m
mdp.39015064955613|Will	fic2007m
uc1.$b717632|DrGoodwin	bio1811m
mdp.39015003942276|Nicodim	fic1950u
14197|Henry	fic1820m
loc.ark+=13960=t3jw8w82w|Staunton	bio1908m
2723|JohnBarton	fic1848m
inu.30000055891612|Brenda	bio1970f
uc1.32106019735957|Duane	bio1941m
mdp.39015061386705|Dick	fic1961m
mdp.39015005306025|Churchill	bio1961m
uc1.b4355395|Daddy	fic1987m
6751|M.Mabeuf	fic1862u
umn.31951d02583337e|TomPorter	bio1892m
mdp.39015014185303|ChristopherHatton	bio1947m
13603|Alkansor	fic1843u
11963|NancyJackson	fic1895f
loc.ark+=13960=t2h70r11f|Mr.Dunbar	bio1885m
uc1.b2985157|Gardiner	bio1885m
uc1.b29469|AndrewMarvell	bio1855m
nyp.33433082414859|JohnRickman	bio1849m
mdp.39015028633058|Hancock	bio1905m
mdp.39015056811618|Luttrell	fic2003m
uc1.b4450253|Ciano	bio1957m
mdp.39015058477376|Charles	bio1804m
loc.ark+=13960=t0ks71q5w|House	bio1922u
mdp.39015002983867|Hugo	fic1940m
inu.30000007060282|Mr.Urquhart	fic1958m
nnc1.50206637|J.B.Finley	bio1855m
nyp.33433081844742|Mr.Knapp	bio1902m
275|Servinal	fic1822m
uc1.b4438382|Andrew	bio1877m
yale.39002088660403|MrMurphy	bio1847m
mdp.39015066821383|Padma	fic2005f
uc2.ark+=13960=t7xk8pz0t|CountThomas	bio1912m
mdp.39015034513674|Marylou	fic1995f
nyp.33433074920756|Muriel	fic1902f
wu.89097348403|Dr.Chapman	bio1844m
uc2.ark+=13960=t9j391h38|Himmel	bio1863m
umn.31951002376114p|Patrizio	fic1931u
mdp.39015067076458|Terence	bio1812m
uc1.$b301794|AuntPenn.	fic1951f
mdp.39015005567709|Anna	fic1954f
13917|Maria	fic1883f
12988|JamesGrahame	fic1877m
uc1.b4365391|Vlasta	fic1968u
nyp.33433082545090|Bishop	bio1873m
uc1.$b747741|James	bio1818m
mdp.39015003955245|TomSwartz	bio1976m
uc1.$b468598|Rich	bio1808m
uc1.$b86298|Mr.Smallwood	fic1957m
mdp.39015032896030|John	bio1994m
mdp.39015030971272|Fisher	bio1921m
12096|Whittal	fic1876u
mdp.39015021779080|Globe	bio1925u
9462|LordMountclere	fic1876m
mdp.39015050107757|Russell	bio2000m
nyp.33433082191754|Timoleon	bio1831u
14749|Ramsay	fic1889m
yale.39002004740156|BarbaraBlaug	bio1915f
10018|Kinsman	fic1852m
mdp.39015027228280|Christopher	fic1963m
uc1.$b756316|JosephChamberlain	bio1932m
uc1.b4192828|Ogle	bio1980m
840|BaronFrege	fic1899m
uc1.b3872962|Cruwys	fic1911m
uc1.$b467921|Liberal	bio1892m
pst.000004756798|Helen	fic1953f
mdp.39015020633213|WillThoday	fic1962m
uc2.ark+=13960=t6d21sz3r|Jesus	bio1875m
loc.ark+=13960=t7tm7b82q|Mr.Bateman	bio1866m
nyp.33433082543186|Moliere	bio1793m
mdp.39015015373361|Lau	bio1971m
mdp.39015019791972|Goodrich	bio1983m
mdp.39015005913374|MrsPhillips	bio1984f
mdp.39015056818118|Pruitt	fic1985m
wu.89008695462|Loulou	fic1958u
loc.ark+=13960=t3jw8sv7p|Boyer	bio1888m
uc1.$b802590|ChuckLightfoot	fic1922m
yale.39002088663381|Evans	bio1805m
3451|Dick	fic1888m
uc2.ark+=13960=t9g44nj4g|Mr.Cooper	bio1809m
hvd.32044051709343|Martin	bio1833m
uc1.$b106002|Mr.Houston	fic1943m
hvd.32044090370057|Mrs.Clarke	bio1842f
1365|Mrs.Washington	fic1898f
uc1.$b111247|Jason	fic1963m
1659|Taiko	fic1884f
uc2.ark+=13960=t19k4768p|MabelKendrick	fic1911u
13900|Montie	fic1881m
1033|Mrs.Bascom	fic1848f
5819|Tom	fic1876m
uc1.b3335570|LordBoyd	bio1819m
24|Wilmot	fic1831m
uc1.b4400602|Benson	bio1944m
mdp.49015001414128|Clement	fic1953m
hvd.hxih73|Mr.Boswell	bio1826m
mdp.39015049805479|Cawston	bio1962m
uc2.ark+=13960=t6348m43g|Mr.Pitt	bio1809m
10117|Helen	fic1850f
14486|JohnSimmons	fic1831m
11934|Harry	fic1810m
hvd.32044026016584|Raphael	bio1810m
mdp.39015066410385|Aitken	bio1960m
mdp.39015005496107|Shirley	bio1966f
inu.30000076405848|Hina	fic1999f
12828|Tirola	fic1850u
uc2.ark+=13960=t46q1t193|Lyddy	fic1908m
